Name,Type,Website,Currency,Summary,Country,Linkedin,Instagram,Facebook,Youtube,Twitter
KBH Jewels,business,https://www.kbhjewels.com,USD,Sustainable fine jewelry handcrafted in NYC.,United States of America,https://www.linkedin.com/company/kbh-jewels/,https://www.instagram.com/kbhjewels/?hl=en,None,None,None
Simply Sea LLC,business,http://simplysea.org,USD,An apparel company for environmental conservation,United States of America,None,http://simplyseabrand,http://simplyseabrand,None,None
Lunch Collective,business,https://www.lunchconsulting.co/,USD,None,United States of America,None,http://itslunchco,None,None,None
Rae Rae The Science BAE,business,http://raeraethesciencebae.com,USD,UNIQUE HANDCRAFTED TREASURES FOR OCEAN LOVERS AND ALL WHO STUDY IT,United States of America,None,https://www.instagram.com/raerae_the_science_bae/,https://www.facebook.com/raeraethesciencebae/,None,None
Jones Snowboards,business,https://www.jonessnowboards.com/,CHF,Jones Snowboards,United States of America,None,http://www.instagram.com/jonessnowboards,http://www.facebook.com/jonessnowboards,https://www.youtube.com/channel/UCjJ-MpJ_NvMwja5Z3_K4okw,http://www.twitter.com/jonessnowboards
Dairy-Free State LLC dba Needs More Fiber,business,https://needsmorefiber.com/,USD,Needs More Fiber c/o Dairy-Free State LLC,United States of America,https://www.linkedin.com/company/needs-more-fiber/,None,None,None,None
Dillon Rose,business,https://www.dillonrose.net/,USD,"A nature inspired, woman led jewelry company from the American Heartland. We use 100% recycled metals and ethically sourced stones.",United States of America,None,https://www.instagram.com/_dillonrose/,https://www.facebook.com/dillonroseart/,None,None
Drink in Nature,business,http://www.drinkinnature.com,USD,"Drink in Nature creates handcrafted apparel and goods inspired by nature. Original designs to inspire people to live a clean, fun and impactful lifestyle.",United States of America,https://www.linkedin.com/in/brian-welzbacher-4298a17/,http://www.instagram.com/drink_in_nature,http://www.facebook.com/drinkinnature,None,None
Canon Collaborative,business,https://www.canoncollaborative.com/,USD,Strength Centered Guidance & Development for Individuals and Organizations,United States of America,https://www.linkedin.com/company/canon-collaborative,https://www.instagram.com/canoncollaborative/,https://www.facebook.com/CanonCollaborative,None,https://twitter.com/canoncollab
Matt Dickhut Realty,business,http://www.homesaroundnwa.com,USD,None,United States of America,None,https://www.instagram.com/mattdickhutrealestate/,https://www.facebook.com/mattdickhutrealestate,https://www.youtube.com/channel/UCPzLrNbjFsbb1FKdf2vTYVQ,None
the Eco Helper,business,http://theecohelper.com,USD,Virtual Assistance for People & the Planet,United States of America,None,http://www.instagram.com/theecohelper,https://www.facebook.com/theecohelper,None,None
APIECE ENTERPRISES,business,http://TBD,USD,None,United States of America,None,None,None,None,None
Walrus Oil,business,http://walrusoil.com,USD,Walrus Oil,United States of America,None,https://www.instagram.com/walrusoil/,None,None,None
KC Brick Store,business,http://kcbrickstore.com,USD,"Kansas City's Used LEGO Store! Buy, sell, trade new and used LEGO products!",United States of America,None,https://www.instagram.com/kcbrickstore/,https://www.facebook.com/kcbrickstore,None,https://twitter.com/kcbrickstore
Preservan,business,http://preservan.com,USD,Home service repairing wood rot with epoxy,United States of America,https://www.linkedin.com/company/preservan/,https://www.instagram.com/woodrotrepair,https://www.facebook.com/preservan,https://www.youtube.com/channel/UC8P5aUul9xU70ajhM6PbwWg,https://twitter.com/preservan
Don't Die In The Woods,business,http://dontdieinthewoods.com,USD,Don't Die In The Woods,United States of America,None,https://www.instagram.com/dontdieinthewoods,https://www.facebook.com/dontdieinthewoodsgear,None,None
Pigeon Candles,business,https://www.pigeoncandles.com/,USD,None,United States of America,None,https://www.instagram.com/pigeoncandles/,https://www.facebook.com/pigeoncandles,None,https://twitter.com/pigeoncandles
Farmer Direct Foods,business,https://www.farmerdirectfoods.com/,USD,Naturally Good. Right From the Start.,United States of America,https://www.linkedin.com/company/farmer-direct-foods-inc/,https://www.instagram.com/farmerdirectflour/,https://www.facebook.com/farmerdirectks/,None,https://twitter.com/farmerdirectks
AMP Electric Bicycles,business,http://www.amp-bikes.com,None,None,United States of America,None,https://www.instagram.com/ampbicycles/?hl=en,https://www.facebook.com/AMP-Electric-Bicycles-1334440876628753/,None,None
8th Wonder Tea,business,http://www.8thwondertea.com,USD,None,United States of America,None,https://www.instagram.com/8thwondertea/,https://www.facebook.com/8thWonderTea/,None,https://twitter.com/8thwondertea
Thinkers360,business,https://www.thinkers360.com,USD,THE WORLD'S TOP EXPERTS. ON DEMAND.,United States of America,https://www.linkedin.com/company/thinkers360/,None,None,https://www.youtube.com/channel/UCOrzGtUQo945z9xvqBuKlYw,https://twitter.com/Thinkers360
Piratech,business,http://www.piratech.com,USD,None,United States of America,None,None,None,None,None
Hello Avani,business,https://helloavani.co/,USD,"Helping Sustainable Brands utilize storytelling to engage, inspire and connect with their audience",United States of America,https://www.linkedin.com/company/helloavanico,http://helloavanico,https://www.facebook.com/helloavanico,None,None
Sourced Sustainable Home,business,http://sourcedsustainablehome.com,USD,Sourced Sustainable Home,United States of America,None,None,None,None,None
NikNan Design,business,https://www.niknan.com,USD,NikNan Design is a values-based graphic design studio helping mission-driven brands make a greater impact.,United States of America,https://www.linkedin.com/company/niknandesign,https://www.instagram.com/niknandesign,None,None,None
The Wild Dirt LLC,business,None,USD,Wild Dirt - Navigate Your Wild,United States of America,None,None,https://www.facebook.com/thewilddirt,None,None
Beauty Swab,business,http://BeautySwab.com,USD,Creating innovative multi-purpose and multi-use beauty tools.,United States of America,None,http://@beautyswab,http://@beautyswab,None,None
Nomad Cosmetics,business,http://www.nomadcosmetics.com,USD,Makeup with cause,United States of America,None,https://www.instagram.com/nomadcosmetics/,https://www.facebook.com/nomadmakeup,None,None
Fins Apparel Company,business,http://www.finsprogear.com,USD,Performance Apparel,United States of America,None,http://www.instagram.com/@fins_apparel_co,https://www.facebook.com/profile.php?id=100085310511305,None,http://www.twitter.com/@fins_apparel_co
Long Haul Sports,business,https://longhaulsports.com/,USD,Long Haul Sports provides sports nutrition solutions to help endurance athletes achieve their potential in training and racing.,United States of America,None,None,None,None,None
Sara Patino Jewelry,business,http://www.sarapatinojewelry.com,USD,"Sara Patino Jewelry is a collection of timelessly modern jewelry for women to look, feel and do good.",United States of America,None,https://www.instagram.com/sarapatinojewelry/,https://www.facebook.com/sarapatinojewelry,None,None
Rent Responsibly,business,http://rentresponsibly.org,USD,Community-Building and Education Platform for Short-Term Rentals,United States of America,https://www.linkedin.com/company/rent-responsibly/,https://www.instagram.com/rentresponsibly/,https://www.facebook.com/groups/rentresponsibly,None,None
Terrasoul Superfoods - Sun Alchemy,business,http://terrasoul.com,USD,None,United States of America,None,http://instagram.com/terrasoul,https://www.facebook.com/TerrasoulSuperfoods,None,None
Puppylation Health,business,http://www.PuppylationHealth.com,USD,None,United States of America,https://www.linkedin.com/company/puppylation-health,https://www.instagram.com/puppylationhealth,https://www.facebook.com/PuppylationHealth,None,None
Business Performance Improvement,business,https://www.biz-pi.com,USD,None,United States of America,https://www.linkedin.com/company/18145875/,https://www.instagram.com/brionhurley/,https://www.facebook.com/bizpi,https://www.youtube.com/channel/UCcjolqFniMaNi1yIaM-xr9Q,https://twitter.com/biz_pi
Running For Real,business,https://runningforreal.com,USD,None,United States of America,None,https://instagram.com/tinamuir88,https://facebook.com/realtinamuir,None,https://twitter.com/tinamuir
WATERDROPd LLC,business,https://waterdropd.com,USD,None,United States of America,None,None,None,None,None
"Hero Travel Supply, LLC",business,https://herotravelsupply.com/,USD,Discover the World in Style,United States of America,None,None,None,None,None
Cado,business,http://cadoicecream.com/,USD,None,United States of America,None,https://www.instagram.com/cadoicecream/,https://www.facebook.com/cadoicecream,None,https://twitter.com/CadoIceCream
Forrest Design Company,business,https://forrestdesignco.com,USD,Custom woodworking,United States of America,None,http://instagram.com/forrestdesignco,https://m.facebook.com/Forrestdesigncompany/,None,None
The Keep Store,business,http://thekeepstore.co,USD,"The Keep Store, eco-friendly store & refillery in Springfield, IL",United States of America,None,None,None,None,None
Best Case Wines,business,http://www.bestcasewines.com,USD,Iowa-based wine importer and wholesaler,United States of America,None,https://www.instagram.com/bestcasewines/,https://www.facebook.com/bestcasewines/,None,None
Rootlebox LLC,business,http://www.rootlebox.com,USD,Educating companies about eco-conscious materials + methods. Using carbon-negative algae ink® + MIRUM® - plants not plastic.,United States of America,http://rootlebox,http://rootlebox,http://rootlebox,http://wildrouted,None
Zero Waste Reserve,business,http://zerowastereserve.com,USD,None,United States of America,None,None,None,None,None
Ashlee Sang Consulting LLC,business,https://ashleesang.com,USD,Brand messaging strategy & marketing consulting for visionary founders and brands,United States of America,https://www.linkedin.com/in/ashleesang/,https://www.instagram.com/ashleesangconsulting/,http://facebook.com/ashleesangconsulting/,None,https://twitter.com/AshleeSang
Megan & Company,business,http://www.meganandco.com,USD,MEGAN & CO. Herbal Apothecary + Teahouse,United States of America,None,https://www.instagram.com/megan.and.co.apothecary,https://www.facebook.com/MEGANANDCOIA/,None,None
The Matthews Group,business,http://thematthewsgroup.com,USD,None,United States of America,https://www.linkedin.com/company/the-matthews-group/,http://@tmgcreative,https://www.facebook.com/thematthewsgroup/,https://www.youtube.com/user/thematthewsgroup/videos,https://twitter.com/TMGcreative
Inaka Tea Company,business,http://inakatea.com,USD,None,United States of America,None,None,None,None,None
NatureTats,business,http://www.naturetats.com,USD,Nature-inspired Temporary Tattoos,United States of America,None,https://www.instagram.com/naturetats/,https://www.facebook.com/NatureTats,None,None
greenpenny,business,https://www.greenpenny.bank/,USD,None,United States of America,https://www.linkedin.com/company/greenpenny,https://instagram.com/greenpennybank,https://www.facebook.com/greenpennybank,https://www.youtube.com/channel/UCEQzgdjG6jfbIej1PSSjSjA,https://twitter.com/greenpennybank
Adventure More,business,https://www.adventuremore.travel,USD,None,United States,None,None,None,None,None
A Wild Soap Bar,business,https://www.awildsoapbar.com,USD,None,United States of America,None,https://www.instagram.com/awildsoapbar/,https://www.facebook.com/awildsoapbar,None,None
Nature's Love,business,http://www.natureslove.org,USD,None,United States of America,None,https://www.instagram.com/natureslove_hempextracts/,https://www.facebook.com/natureslovehemp/,None,None
Learning Ninjas,business,https://buildcapable.com,USD,None,United States,https://www.linkedin.com/company/build-capable,None,None,None,https://twitter.com/buildcapable
Evergreen Outpost Co.,business,https://evergreenoutpost.co/,USD,Evergreen Outpost Co. - sustainable hiking and trail running essentials,United States of America,None,https://instagram.com/evergreenoutpostco,None,None,None
"La Matera Ventures, LLC",business,https://lamatera.com,USD,Handmade woven & leather belts and accessories inspired by the Argentine countryside,United States,None,https://www.instagram.com/la_matera/?hl=en,https://www.facebook.com/lamaterashop/,None,None
Our MoonPads,business,https://www.ourmoonpads.com,None,None,United States,None,None,None,None,None
GLIDE,business,http://www.glidedesign.com,USD,We pair beauty and results to scale impact for purpose-led organizations. Certified B-Corp. Climate Neutral Certified.,United States of America,https://www.linkedin.com/company/glide-design/,https://www.instagram.com/glide_design/,https://www.facebook.com/glidedesign,None,https://twitter.com/glidedesign
shār,business,http://sharsnacks.com,USD,None,United States of America,https://www.linkedin.com/company/sharsnacks,https://www.instagram.com/shar.snacks/,https://www.facebook.com/sharsnacks,None,https://twitter.com/shar_snacks
Wild Elements,business,http://www.wildelements.com,USD,Wild Elements,United States of America,None,http://@wildelements,None,None,None
EclipseOverAmerica LLC,business,https://EclipseOverAmerica.com,USD,Solar viewing glasses for the eclipses in Oct 23 and Apr 24,United States of America,None,https://www.instagram.com/eclipseoveramerica,None,None,None
Bowl & Kettle LLC,business,https://bowlandkettle.com,USD,None,United States of America,None,None,None,None,None
Greenlight Innovations,business,https://www.amp-bikes.com/,USD,None,United States of America,None,None,None,None,None
Syntropy Wealth Management,business,https://www.syntropywealth.com/,USD,None,United States of America,https://www.linkedin.com/in/derek-eckert-cfp%C2%AE-cebs-96455715b/,None,https://www.facebook.com/Syntropy-Wealth-Management-1256714371125478/,None,None
Austin Orchid Exchange,business,http://www.austinorchidexchange.com,USD,None,United States of America,None,None,None,None,None
Influential PR,business,https://www.beinfluentialpr.com/,USD,Performance PR for Brands with a Mission 🌱,United States of America,https://www.linkedin.com/company/influential-public-relations/,https://www.instagram.com/influentialpr/,https://www.facebook.com/InfluentialPR,None,None
Green Hawk LLC,business,https://www.greenhawkllc.com/,USD,Fractional CFO and Bookkeeping Services for Green Businesses,United States of America,http://linkedin.com/company/greenhawkllc,None,None,None,None
Atlas Pearl,business,https://atlaspearl.com,USD,Atlas Pearl: Made for the Great Out There.,United States of America,https://www.linkedin.com/company/atlaspearl/,https://instagram.com/atlaspearlco,None,None,None
Feather Feet,business,http://www.featherfeet.com,USD,"We manufacture sandals in Austin, Texas.",United States of America,None,None,None,None,None
Desnudo LLC,business,http://WWW.DESNUDOCOFFEE.COM,USD,Desnudo Coffee,United States of America,None,None,None,None,None
AlphaGlider,business,https://alphaglider.com,USD,"Efficient, aligned, actively managed ESG investment strategies",United States of America,https://www.linkedin.com/in/dougkirkpatrickcfa,None,None,None,https://twitter.com/KirkpatrickDoug
Lucid Fox,business,https://lucidfox.studio,USD,"Easy-to-mange, beautiful websites for nonprofits.",United States of America,https://www.linkedin.com/company/lucid-fox/,https://www.instagram.com/lucid.fox.studio/,https://www.facebook.com/lucidfoxes/,None,None
AdZENtures,business,https://goadzenture.com/,USD,Adventure & Wellness Travel Company,United States of America,https://www.linkedin.com/company/adzentures-yoga,https://www.instagram.com/adzentures/,https://www.facebook.com/adzenturesyoga,https://youtube.com/@adzentures,None
Ra Provisions,business,http://www.drinkra.com,USD,None,United States of America,None,None,None,None,None
Lngvty Health,business,http://www.lngvtyhealth.com,USD,LNGVTY HEALTH,United States of America,None,http://www.instagram.com/lngvtyhealth/,None,None,None
Libra Design,business,http://www.libradesign.org,USD,None,United States of America,None,None,None,None,None
Enharmonic Encounters,business,http://www.enharmonicenc.com,USD,Enharmonic Encounters LLC,United States of America,https://www.linkedin.com/company/enharmonicenc,https://www.instagram.com/enharmonicenc,https://www.facebook.com/enharmonicenc,None,https://www.twitter.com/enharmonicenc
Suzzanne Gamboa LLC,business,https://www.suzzannegamboa.com/,USD,None,United States of America,None,None,None,None,None
Garden Guru,business,https://www.gardengurutools.com/,USD,Garden Guru Lawn & Garden Tools - High Quality Gardening Products,United States of America,None,None,None,None,None
Brandarella,business,http://brandarella.com,USD,branding and packaging design agency,United States of America,https://www.linkedin.com/in/panzpanzpanz/,https://www.instagram.com/brandarella_,https://www.facebook.com/brandarella/,None,None
Brandarella,business,http://brandarella.com,USD,branding and packaging design agency,United States of America,https://www.linkedin.com/in/panzpanzpanz/,https://www.instagram.com/brandarella_,https://www.facebook.com/brandarella/,None,None
Dyme Digital,business,http://www.dyme.earth,USD,Dyme.Earth - Dividends for the Planet,United States of America,https://www.linkedin.com/company/dyme-earth/about/,None,None,None,https://twitter.com/Dyme_Earth
Smart Shipping Supply LLC,business,https://smartshippingsupply.com/,USD,Making Packaging SMART One Mailer at a Time.,United States of America,None,None,None,None,None
YUYO BOTANICS,business,https://WWW.YUYOBOTANICS.COM,USD,Yuyo Botanics Hemp Products,United States of America,None,https://www.instagram.com/yuyobotanics/,https://www.facebook.com/yuyobotanics,None,None
Alisha's Pet Playcations,business,http://Alishaspetplaycations.com,USD,"Alisha's Pet Playcations. Personalized, Professional Pet Care in Peyton, CO",United States of America,None,http://@AlishasPetPlaycations,http://www.facebook.com/AlishasPetPlaycations,None,None
Return - CPG Product Line,business,http://www.returnco.com,USD,None,United States of America,https://www.linkedin.com/company/returnco,https://www.instagram.com/return_co/,https://www.facebook.com/returncousa,None,https://twitter.com/return_tweets
Cornerstone Promotional Products,business,https://www.cornerstonepromos.com,USD,We help organisations who want to make a difference grow their business.,United States of America,None,https://www.instagram.com/cornerstonepromos,https://www.facebook.com/cornerstonepromos,None,None
Good Good Good,business,https://www.goodgoodgood.co/,USD,Good Good Good is an independent media company focused on the good in the world. =,United States of America,https://www.linkedin.com/company/goodgoodgood,https://instagram.com/goodgoodgoodco,https://facebook.com/goodgoodgoodco,https://www.youtube.com/goodgoodgood,https://twitter.com/goodgoodgood
"Newly, Inc.",business,https://www.newly.com/,USD,None,United States of America,None,https://www.instagram.com/newlygoods/,https://www.facebook.com/newlygoods,https://www.youtube.com/channel/UCFKzQ-JZTLTA5Uoa6xh2Byw,https://twitter.com/newlygoods
Socialstack Holdings Inc.,business,https://socialstack.co,USD,None,United States of America,None,None,None,None,None
Roosevelt Supply Co.,business,https://www.rooseveltsupplyco.com/,USD,National Park inspired grooming products and goods,United States of America,None,http://instagram.com/rooseveltsupplyco,http://facebook.com/rooseveltsupplyco,None,None
Bearded Iris Brewing,business,http://www.beardedirisbrewing.com,USD,None,United States of America,None,https://www.instagram.com/beardediris/,https://www.facebook.com/beardedirisbrewing/,None,https://twitter.com/beardedirisbrew
Raven Point Wealth Management,business,https://www.ravenpointwealth.com,USD,Providing customized financial planning services to physicians and their families,United States of America,None,None,None,None,None
NOTIQ,business,http://notiq.com,USD,NOTIQ,United States of America,https://www.linkedin.com/company/notiqbrand/,http://instagram.com/notiqbrand,http://facebook.com/notiqbrand,https://www.youtube.com/notiqbrand,None
ParadICE Water and ICE,business,http://www.paradiceusa.com,USD,None,United States of America,None,None,None,None,None
Beyond the Haus,business,https://beyondthehaus.com,None,None,United States,None,None,None,None,None
Winder Writes,business,https://www.ashleywinder.com/,USD,"Strategic, standout, and storytelling copywriting support for responsible businesses who prefer to outsource the ""writing"" part!",United States of America,https://www.linkedin.com/in/ashleybwinder1/,https://www.instagram.com/winderwrites/,None,None,None
All Hands Craft Cocktails,business,https://www.allhandscocktails.com/,USD,"Adventure-ready, bar strength, damn fine cocktails.",United States of America,https://www.linkedin.com/company/allhandscraftcocktails/,https://www.instagram.com/drinkallhands/,https://www.facebook.com/drinkallhands/,None,None
the voice is mine LLC,business,https://en.sergedemarre.com,USD,"Serge De Marre is a voice actor who is fluent in both English and Flemish, and has more than 20 years of experience.",United States of America,http://linkedin.com/in/sergedemarre,https://www.instagram.com/sergedemarre_voicetalent,None,https://www.youtube.com/channel/UCGTrHfkwKkAiy09sApo8QmA,None
Natural Tribute,business,http://naturaltribute.com,USD,None,United States of America,None,None,None,None,None
Hillside Gardens,business,https://www.hillsidecolorado.com/,USD,None,United States,None,None,None,None,None
RAD Hostel,business,http://radhostel.com,USD,"RAD Hostel is a travelers' hostel and seasonal co-living in Colorado Springs, Colorado.",United States of America,None,https://instagram.com/coloradhostel,https://facebook.com/coloRADoadventurehostel,None,None
Kelcie Ottoes Copywriting LLC,business,http://www.kelcieottoescopywriting.com,USD,None,United States of America,https://www.linkedin.com/in/kelcie-scott-74a5aa77/,None,None,None,None
Mangata Lifestyle,business,https://www.mangatalifestyle.com,USD,None,United States of America,https://www.linkedin.com/in/wade-wittrock-808496197/,https://www.instagram.com/mangata.underwear/,https://www.facebook.com/MangataUnderwear/,https://www.youtube.com/@mangataunderwear,None
Live Dream Colorado,business,http://www.livedreamcolorado.com,USD,Colorado Springs Real Estate Sales,United States of America,https://www.linkedin.com/in/LaurenDCollier/,https://www.instagram.com/livedreamcolorado/,https://www.facebook.com/LaurenDCollierRealtor/,http://www.youtube.com/channel/UCi150wtRnGWgq2xZVc0x5iQ/,https://twitter.com/LaurenDCollier
ECOBASICS INC,business,http://www.ecoerfashion.com,USD,"Fashion production is dirty, 
But profiteering in the name of environment protection is even dirtier, 
Our mission is to clean them up!",United States of America,None,None,None,None,None
"Drip Queen Coffee, LLC",business,https://www.dripqueencoffee.com,USD,Drip Queen Coffee,United States of America,https://www.linkedin.com/in/dripqueencoffee/,http://www.instagram.com/dripqueencoffee,http://www.facebook.com/dripqueencoffee,None,None
Three Keys Coffee,business,https://threekeyscoffee.com/,USD,None,United States,None,None,None,None,None
Play Lark,business,https://playlark.com,USD,None,United States of America,None,None,None,None,None
B&E's Trees,business,https://www.EmbarkMaple.com,USD,None,United States of America,None,http://EmbarkMaple,http://EmbarkMaple,None,None
Blossom Inspirations,business,https://blossominspirations.com,USD,"Blossom Inspirations is a FAIR TRADE company working directly with artisans & their communities based in circular economy to produce toys, home deco and crafts.",United States of America,https://www.linkedin.com/company/BlossomInspirations,https://www.instagram.com/BlossomInspirations,https://www.facebook.com/BlossomInspirations,https://youtube.com/user/blossominspirations,https://www.twitter.com/Blossomproducts
Marvin’s Mailers,business,http://www.marvinsmailers.com,None,None,United States of America,None,None,None,None,None
Batu Suci,business,http://BatuSuci.com,USD,Gemstone Diffuser Jewelry & Essential Oils,United States of America,None,https://www.instagram.com/batusuci/,https://www.facebook.com/batusuci/,None,None
Continuum Consulting Services,business,http://www.continuumcs.com,USD,None,United States of America,https://www.linkedin.com/company/continuum-consulting-services,https://www.instagram.com/continuumconnexions/,https://www.facebook.com/continuumCS,None,None
Grasshopper's Mermaid,business,http://grasshoppersmermaid.com,USD,TGM is an eco-conscious wholesale company based out of Colorado.,United States of America,None,http://instagram.com/grasshoppersmermaid,https://www.facebook.com/GrasshoppersMermaid/,None,None
L'Beauxtique,business,https://lbeauxtique.com/,USD,L'Beauxtique | Synergistic 🌿 Therapeutic 🌿 Ritualistic,United States of America,https://www.linkedin.com/company/l-beauxtique,https://www.instagram.com/lbeauxtique/,https://www.facebook.com/lbeauxtique,None,None
nTrada Apparel,business,http://www.ntradaapparel.com,USD,nTRADA - an expedition or journey into unexplored territory,United States of America,None,https://www.instagram.com/ntrada_apparel/,https://www.facebook.com/nTRADAapparel,None,https://twitter.com/nTradaApparel
"Kasih Initiative, Inc.",business,http://www.kasihinitiative.com - pending,USD,None,United States of America,None,None,None,None,None
Higher Love Wellness,business,http://higherlovewellness.com,USD,Higher Love Wellness - CBD,United States of America,None,https://www.instagram.com/higherlovewellnessco/,None,None,None
Tractor Beverage Company,business,https://www.drinktractor.com,USD,Tractor Beverage Company: Changing the beverage industry for good!,United States of America,https://www.linkedin.com/company/tractorbeverageco/mycompany/,https://www.instagram.com/drinktractor/,https://www.facebook.com/TractorBeverageCo/,https://www.youtube.com/channel/UCsV6husdrrK_k2XMhs1akFQ,https://twitter.com/drinktractor
Viju Beauty,business,http://www.vijubeauty.com,USD,None,United States of America,None,None,None,None,None
Luna Bay,business,http://www.lunabaybooch.com,USD,Better-for-you alcoholic bevs,United States of America,https://www.linkedin.com/company/luna-bay/,https://www.instagram.com/drinklunabay/,https://www.facebook.com/lunabaybooch,https://www.youtube.com/@lunabaybooch6355,None
River Valley Burgers,business,http://walnutburger.com,USD,None,United States of America,None,None,None,None,None
Irving & Judd,business,http://m4factory.com,USD,"Chicagoland based, Woman Owned, Sustainability Champions, Integrated Product Design and Manufacturing Factory.",United States of America,https://www.linkedin.com/company/m4factory,https://www.instagram.com/m4factory/,None,None,http://m4factory
Clinically Sustainable Consulting,business,https://clinicallysustainable.org/,USD,Clinically Sustainable Consulting LLC,United States,https://www.linkedin.com/in/cassandrathiel/,https://www.instagram.com/clinically_sustainable/,https://www.facebook.com/ClinicallySustainable,https://www.youtube.com/channel/UCgcYPpQ_9mYPDgQ03pQ8u7Q?view_as=subscriber,https://twitter.com/CassandraLThiel
Spencer Real Estate Group,business,http://www.SpencerREG.com,USD,Spencer Real Estate Group,United States of America,https://www.linkedin.com/company/spencer-real-estate-group?trk=nav_account_sub_nav_company_admin,https://www.instagram.com/spencerrealestategroup/,https://www.facebook.com/SpencerRealEstateGroup/,https://www.youtube.com/@spencerrealestategroup,None
Wiggins Commercial Real Estate,business,http://wigginscommercial.com,USD,None,United States of America,None,None,None,None,None
"Noise Frontier, LLC",business,http://www.noisefrontier.com,USD,"Music Festival, event, concert promotion and content agency.",United States of America,None,http://instagram.com/noisefrontier.,None,None,None
Summit Street Group,business,http://summitstreetgroup.com,USD,None,United States of America,https://www.linkedin.com/company/summit-street-group,https://www.instagram.com/summitstreetgroup/,https://www.facebook.com/SummitStreetGroup,None,https://twitter.com/summitstreetgr1
Once Again Home Co.,business,http://www.onceagainhome.com,USD,"Once Again Home Co. - Environmentally Conscious Home Products that Bring You Joy, Functionality, and Sustainability in One Multi-Purpose Towel.",United States of America,None,http://@onceagainhomeco,http://@onceagainhomeco,http://Once Again Home Co,None
Delta Beer Lab,business,http://www.delta.beer,USD,None,United States of America,http://www.linkedin.com/company/deltabeerlab,http://@delta.beer,http://www.facebook.com/deltabeerlab/,None,http://@deltabeerlab
Guiderail Coaching & Consulting,business,https://www.guiderailcoaching.com/,USD,None,United States of America,https://www.linkedin.com/company/guiderailcoaching/,https://www.instagram.com/guiderailcoaching/,None,None,None
Artisan Dental Health Plan,business,http://www.artisandentalmadison.com,USD,None,United States of America,None,https://www.instagram.com/artisandds,https://www.facebook.com/Artisan-Dental-Madison-417141075083050/,None,https://twitter.com/ArtisanDDS
Zing Collaborative,business,http://www.zingcollaborative.com/,USD,Leadership and Expansive Impact,United States of America,https://www.linkedin.com/in/zingcollaborative/,https://www.instagram.com/zingcollaborative/,https://www.facebook.com/ZingCollaborative/,None,https://twitter.com/zingcollab
Woodland Tools,business,https://woodlandtools.com/,USD,None,United States of America,None,None,None,None,None
"Colorado Insurors Service, Inc.",business,http://www.coloradoinsurors.com,USD,"Independent Insurance Agency located in Englewood, Colorado. Personal and Commercial insurance",United States of America,None,None,None,None,None
Xolotl Limited,business,http://xolotlmezcal.com,MXN,Xolotl Mezcal,United States of America,None,None,None,None,None
Carboy Winery - Palisade,business,http://www.carboywinery.com,USD,EXPLORE THE WILD WEST OF AMERICAN WINEMAKING,United States of America,https://www.linkedin.com/company/carboy-winery/,https://www.instagram.com/carboywinery/,https://www.facebook.com/carboygrandvalley,None,None
Anglers All,business,http://anglersall.com,USD,Fly Shop,United States of America,None,http://@anglersall,https://www.facebook.com/anglersall,https://www.youtube.com/c/AnglersAll,None
Carboy Winery - Littleton,business,https://www.carboywinery.com/,USD,EXPLORE THE WILD WEST OF AMERICAN WINEMAKING,United States of America,https://www.linkedin.com/company/carboy-winery/,https://www.instagram.com/carboywinery/,https://www.facebook.com/carboywinery/,https://www.youtube.com/channel/UC3WiRwvb1jsuX08fsvMKFqw,https://twitter.com/carboywinery?lang=en
Wit & West Perfumes,business,https://witandwest.com/,USD,Wit & West Perfumes 100% all-natural botanical perfumery with a focus on rare ingredients and unique scents that don't smell like everything else.,United States of America,https://www.linkedin.com/company/wit-west,https://www.instagram.com/witandwest/,https://www.facebook.com/witandwest,None,None
ANDI Brand - We Love the Earth Collection,business,http://www.theandibrand.com,USD,None,United States of America,None,https://www.instagram.com/theandibrand/,https://www.facebook.com/theandibrand/,None,None
Milgrom & Daskam,business,http://Milgromlaw.com,USD,Full-service law firm with a conscience.,United States of America,https://www.linkedin.com/company/milgrom-daskam,None,https://www.facebook.com/Milgrom-Daskam-353089605285129/,None,https://twitter.com/MilgromD
Oliko,business,http://www.olikogingerbeer.com,USD,None,United States of America,None,None,None,None,None
Kodiak Design Company,business,https://www.thisiskodiak.com/,USD,None,United States of America,None,https://www.instagram.com/this_is_kodiak/?hl=en,https://www.facebook.com/this.is.kodiak,None,https://twitter.com/this_is_kodiak
ONEWITHFISH,business,http://onewithfish.com,USD,Maker of SwimWell™ Oxygenated Fish Recovery Spray,United States of America,None,None,None,None,None
Wise River,business,http://www.wiseriverco.com,USD,None,United States of America,None,https://www.instagram.com/wise_river/,None,None,None
Pote Law Firm,business,http://www.potelawfirm.com,USD,None,United States of America,https://www.linkedin.com/company/pote-law-firm/,None,https://d.facebook.com/potelawfirm/,None,http://www.twitter.com/potelawfirm
MOR Kombucha,business,http://www.morkombucha.com,USD,None,United States of America,None,http://@olikogingerbeer,https://www.facebook.com/olikogingerbeer,None,None
Jimbo & Jules,business,https://jimboandjules.com,USD,None,United States of America,https://www.linkedin.com/company/jimbo-and-jules,http://jimboandjules_,https://www.facebook.com/jimboandjules,None,None
